Country,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,,,,,,,,,,,,,,,,,,63,66,68,67,64,62,65,65
Albania,,,,,,,,,,,,,,,,,,,98,99,99,99,99,98,99,98
Algeria,,,,,,,,,,,,,,,,,,93,95,95,95,95,95,95,95,91
Andorra,,,,,,,,55,80,90,92,92,91,95,97,93,95,98,97,98,99,98,96,97,97,98
Angola,,,,,,,,,,,,,,,,,73,69,61,77,72,75,77,64,64,64
"Antigua and Barbuda",,,,,,,,,,,97,97,97,97,99,99,99,97,94,98,99,98,99,99,99,99
Argentina,,,,,,,,49,86,83,83,93,96,98,98,91,91,93,94,94,91,91,94,94,94,92
Armenia,,,,,,,,,,,,,,,,,,,,48,95,95,95,93,94,94
Australia,,,,,,,77,82,87,90,95,95,95,95,94,95,94,94,94,92,92,92,91,91,93,94
Austria,,,,,,,,,74,72,74,82,84,83,86,83,85,83,83,86,89,92,95,98,93,87
Azerbaijan,,,,,,,,,,,,,,,,,,,,,36,89,93,94,96,97
Bahamas,,,,,,,,,78,90,99,94,93,93,93,95,95,94,96,98,98,98,97,96,95,94
Bahrain,,,,,,,,39,96,97,99,98,97,98,98,98,97,97,97,99,99,99,99,98,98,99
Bangladesh,,,,,,,,,,,,,,,,,,,97,94,87,94,96,97,97,97
Barbados,,,,,,,,,,,18,66,88,93,92,84,93,85,93,86,91,87,91,94,97,97
Belarus,,,,,,,,,,,,,,,,,,6,19,20,21,22,23,20,9,11
Belgium,,,20,16,13,10,6,33,59,86,86,86,87,87,95,98,98,98,98,98,98,98,98,98,98,97
Belize,,,,,,,,,,,96,89,96,97,96,98,96,94,97,96,95,98,95,95,94,95
Benin,,,,,,,,,,,,,,,35,74,82,75,79,76,75,80,77,78,82,82
Bhutan,,,,,,,,,,,,,,,,,,,,,,97,97,99,99,98
Bolivia,,,,,,,,,,77,77,77,80,84,85,83,84,88,93,91,95,93,94,98,99,99
"Bosnia and Herzegovina",,,,,,,,,,,,,,49,50,82,83,83,80,83,85,87,83,79,78,69
Botswana,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,95
Brazil,,,,,,,,,,90,93,93,94,95,96,97,98,99,99,99,99,95,98,95,96,86
Brunei,,,,,,,,,,,,94,92,92,94,97,99,98,99,95,97,99,99,96,99,99
Bulgaria,,,,,,,,,,,,,,,,,,,,91,95,95,95,83,87,92
"Burkina Faso",,,,,,,,,,,,,,,,76,89,93,92,91,91,90,88,91,91,91
Burundi,,,,,,,,,,,,,,83,87,92,99,92,94,96,96,96,96,95,94,94
"Ivory Coast",,,,,,,,,,,,,,,,,,,81,85,62,82,80,76,83,85
"Cape Verde",,,,,,,,,,,,,,,,,,,,,90,94,94,97,96,96
Cambodia,,,,,,,,,,,,,,,,,,,,83,85,86,83,88,89,90
Cameroon,,,,,,,,,,,,,,,,,,,80,84,82,85,89,87,84,85
Canada,,,,,,84,87,88,88,88,88,88,88,91,93,95,93,92,90,89,87,95,91,91,91,91
"Central African Republic",,,,,,,,,,,,,,,,,,,42,45,47,47,23,47,47,47
Chad,,,,,,,,,,,,,,,,,,17,24,39,33,40,39,37,46,46
Chile,,,,,,91,90,90,95,91,97,97,96,93,91,94,96,95,94,92,94,90,90,95,97,95
Colombia,,,,,,,,62,64,65,55,69,93,89,93,93,93,92,92,88,85,91,91,90,91,91
Comoros,,,,,,,,,,,,,,,,,,,38,74,83,89,88,88,91,91
"Congo (Brazzaville)",,,,,,,,,,,,,,,,,,,72,74,71,64,85,90,80,80
"Cook Islands",,,,,,,,,,,,,,,,,,,82,99,93,98,98,99,99,99
"Costa Rica",,,,,,,,26,68,92,89,93,87,90,89,88,88,87,87,90,81,90,95,91,92,97
Croatia,,,,,,,,,,,,79,95,95,96,96,96,96,96,97,96,96,96,95,94,93
Cuba,,,,,,,,,99,99,99,99,99,99,94,97,97,97,96,96,96,96,96,97,99,99
Cyprus,,,,,,,,,,32,32,32,58,58,58,90,90,90,96,96,96,96,96,96,97,96
"Czech Republic",,,,,,,,,,,,95,97,98,97,97,99,99,99,99,99,99,99,99,97,96
"North Korea",,,,,,,,,,,,,,,,,,,,,,32,93,93,96,96
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,72,60,74,75,74,80,81,79
Denmark,,,82,88,78,93,99,97,95,95,95,96,96,95,93,93,87,88,89,90,91,94,94,94,93,94
Djibouti,,,,,,,,,,,,,,,,,25,89,89,88,87,81,82,78,84,84
Dominica,,,,,,,,,,,,,,,,7,93,96,99,98,98,97,96,97,98,99
"Dominican Republic",,,,,,,,,,,20,43,75,80,87,80,70,79,77,81,71,70,75,87,76,73
Ecuador,,,,,,,,,,,,,54,86,90,94,95,95,93,90,88,87,87,83,78,84
Egypt,,,,,,,,,,,,,,,,,,,,,,,,94,93,95
"El Salvador",,,,,,,,,,,,81,94,90,89,96,99,98,91,89,89,92,92,93,91,93
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,,,20,16,19
Eritrea,,,,,,,,,,,,,,,,,,99,99,99,99,94,94,94,95,95
Estonia,,,,,,,,,,,,,,27,37,88,95,95,95,94,93,94,94,93,93,93
Ethiopia,,,,,,,,,,,,,,,,,47,52,56,62,65,69,72,77,77,77
Fiji,,,,,,,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Finland,,97,97,93,94,96,96,96,96,96,96,96,96,96,98,98,97,98,98,99,99,99,98,98,97,92
France,,,,,,,,79,85,86,86,87,87,97,97,97,97,97,97,97,98,98,98,98,97,96
Gabon,,,,,,,,,,,,,,,,,,,,67,75,82,79,70,80,75
Gambia,,,,,,,,97,94,90,87,89,91,93,95,95,94,97,99,97,96,98,97,96,97,95
Georgia,,,,,,,,,,,,,,,,,,,,67,94,92,96,91,87,92
Germany,60,74,80,82,85,88,88,90,92,94,94,94,93,94,94,93,94,94,94,93,93,93,93,93,93,93
Ghana,,,,,,,,,,,,80,80,80,84,84,94,93,94,94,91,92,90,98,88,93
