Country,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Ivory Coast",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Croatia,,,,,,,,,,,,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
Cuba,1,1,1,1,1,1,1.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,3,3,3,3,3,3,2,1
Cyprus,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1
"Czech Republic",,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1
Czechoslovakia,1,2,2,1,2,2,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,3,3,3,3,3,3,3,3,3
Djibouti,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
Dominica,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"Dominican Republic",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,,,,,,,,
Ecuador,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Egypt,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,
"El Salvador",1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,
Eritrea,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Estonia,,,,,,,,,,,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,1,2,2,2,2,3,3,2,3,2,1
Ethiopia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,
Fiji,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
Finland,2,3,2,2,3,3,2,3,3,2,3,3,2,3,3,2,2,3,3,3,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3
France,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3,2,3
Gabon,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Gambia,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3
Georgia,,,,,,,,,,,,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
Germany,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,3,3,3,3,3,2
Ghana,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Greece,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3
Grenada,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3
Guatemala,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
Guinea,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,,,,,,,,,
"Guinea Bissau",,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Guyana,1,1,1,2,2,1,2,1,1,2,1,1,2,1.6667,1.3333,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,,,,,,,
Haiti,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Honduras,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hungary,1,1.5,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1
Iceland,1,2,2,1,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,1,1
India,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Indonesia,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Iraq,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,
Ireland,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3,3,2
Israel,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,,
Italy,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,1
Jamaica,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
Japan,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
Jordan,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
Kazakhstan,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kenya,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kiribati,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"North Korea",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
"South Korea",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,3,3,3,3,3,3,2,1
Kuwait,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kyrgyzstan,,,,,,,,,,,,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Laos,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,2
Latvia,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1
Lebanon,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Lesotho,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1
Liberia,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1.5,1
Libya,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1
Liechtenstein,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,1,1
Lithuania,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1
Luxembourg,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1
Madagascar,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1
Malawi,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malaysia,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
Maldives,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
Mali,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Malta,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,3,2,3,3,3,3,3,3,3,2,1
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,1,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,3
Mauritania,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1
Mauritius,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1
Mexico,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,3,1,2,2,2,2,2,1,2,1,1
Micronesia,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2
Moldova,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,1
Monaco,,,,,,,,,,,,,,,,,,,,,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2
Mongolia,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,1
Morocco,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
Mozambique,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Namibia,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.5,1.75,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1
Nauru,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1.5,1
Nepal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Netherlands,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3
"New Zealand",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3
Nicaragua,,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
Niger,,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
Nigeria,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
Norway,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1
Oman,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1
Pakistan,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Palau,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3
Panama,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3
"Papua New Guinea",1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Paraguay,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Peru,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1
Philippines,2,2,2,2,2,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
Poland,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
Portugal,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,1
Qatar,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
Romania,2,2,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1
Russia,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
Rwanda,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1
"Saint Kitts and Nevis",,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,3,3
"Saint Lucia",,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,1,3,3,2,2,2,2,2,2,1
"Saint Vincent and Grenadines",,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,3,2,3,3,2,2,2,2,2,1,1
Samoa,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3
"San Marino",,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Senegal,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.8,1.6,1.4,1.2,1,1,1,1,1,1
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,2,1,2,1.5,1
Seychelles,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,3,3,2,2,2,2,2,3,3
"Sierra Leone",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Singapore,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1
Slovenia,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,1
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
Somalia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"South Africa",,,,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Spain,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1
"Sri Lanka",1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sudan,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,
Suriname,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
Swaziland,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sweden,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2
Switzerland,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,3,3,3,3,3,2,2
Syria,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,
Taiwan,1,1,2,3,3,3,3,3,3,1,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
Tajikistan,,,,,,,,,,,,,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,,
Tanzania,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Thailand,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2
Togo,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Tonga,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,,
"Trinidad and Tobago",2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
Tunisia,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1
Turkey,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,
Turkmenistan,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Tuvalu,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Uganda,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ukraine,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2
"United Arab Emirates",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,
"United Kingdom",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3
"United States",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,,
Uruguay,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3
Uzbekistan,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Vanuatu,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
