Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,2.7,2.37,2.0833,1.7967,1.51,1.47,1.07,1.38,2.12,0.8,0.95,1.19,1.37,1.19,1.23,1.06,2.01,,,,,,,,,
Argentina,0.02,0.7156,1.4113,2.1069,2.8025,3.4981,4.1938,4.8894,5.585,6.2806,6.9763,7.6719,8.3675,9.0631,9.7588,10.4544,11.15,13.76,13.78,12.61,12.99,12.7214,12.4529,12.1843,11.9157,11.6471,11.3786,11.11,11.44,10.5,10.1433,9.7867,9.43,9.04,9.42,8.95,9.06,9.49,9.44,8.31,8.31,8.22,8.06,7.66,7.82,7.25,7.38,7.07,7.01,6.99,7.15,6.85,6.54,6.41,6.01,6.19,6.11,5.93,5.48,5.1,5.02,5.2,4.9,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,3.28,2.94,2.6,2.26,2.14,2.56,2.59,2.88,2.72,3.89,2.23,1.85,1.69,1.8,1.67,1.99,1.86,2.6,2.19,2.24,1.97,1.75,1.7567,1.7633,1.77,1.8,1.83,1.74,1.5,1.8,1.4,
Australia,3.46,4.12,4.42,3.95,3.48,3.68,2.95,2.69,3.46,2.98,3.48,2.9,3.43,3.48,3.54,3.52,3.32,3.42,3.63,3.41,3.93,3.77,3.95,4.28,3.86,4.39,4.22,4.57,4.28,4.32,4.11,4.3,3.9,4.25,4.5,4.57,4.29,4.41,5.03,4.85,4.72,4.75,5.01,4.82,4.89,4.98,4.76,5.07,4.82,4.63,4.82,4.7,4.57,4.97,4.84,4.695,4.55,4.6,4.68,4.46,4.77,4.6,,
Austria,,,,,,4.7,4.44,4.67,4.12,4.66,4.24,4.44,4.4,3.51,3.75,4.82,4.74,4.72,4.81,4.44,3.93,4.16,4.13,3.68,4.27,3.52,3.78,3.92,3.63,3.89,3.97,4.19,3.65,4.15,3.79,3.83,3.62,3.61,3.51,3.82,3.77,4.06,3.72,3.6,3.52,3.91,3.92,3.8,3.91,4.1,3.55,4.01,4.19,3.62,3.66,3.78,4.01,3.76,4.03,3.78,3.52,3.5,3.8,3.7
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.84,12.91,12.4733,12.0367,11.6,12.39,10.41,12.4,12.01,10.63,9.48,10.21,9.81,8.52,7.71,8.69,9.01,8.14,8.13,7.85,7.56,8.34,7.76,7.13,6.0967,5.0633,4.03,,,,,,
Barbados,1.74,2.28,4.0689,5.8578,7.6467,9.4356,11.2244,13.0133,14.8022,16.5911,18.38,14.74,11.87,20.18,10.62,7.535,4.45,13.31,17.3,18.18,15.9,6.26,13.34,11.01,9.82,7.36,10.98,14.74,12.08,8.21,9.35,9.1,9.49,15.43,12.86,8.56,6.47,9.06,11.41,14.45,5.72,11.92,8.81,9.96,11.75,7.42,6.63,5.84,5.05,4.26,3.47,1.14,6.2,5.72,4.87,3.66,5.22,3.2,4.48,4.0533,3.6267,3.2,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.2,3.3833,3.5667,3.75,3.97,3.96,4.77,4.76,5.18,5.22,5.52,5.64,5.29,5.81,5.56,5.31,5.04,5.97,5.01,5.31,5.56,5.24,5.2475,5.255,5.2625,5.27,5.5,5.84,5.77,5.7,,
Belgium,,,,,4.26,3.44,3.59,3.82,3.23,4,4.29,3.82,3.12,3.61,3.73,3.91,3.82,4.12,3.72,3.99,3.35,3.69,3.7,3.99,3.75,3.85,3.7,3.79,4.8,4,4.53,4,4.19,4.6,4.53,4.83,4.63,5.15,4.73,4.92,5.1,4.61,4.56,5.52,5.55,5.47,5.27,5.57,5.8,5.25,5.27,5.29,5.31,5.33,5.51,5.18,5,5.27,5.34,5.05,5.3,4.8,5,
Belize,,,,,,,,,,,,,,,,21.95,17.835,13.72,9.605,5.49,2.44,5.38,5.41,5.47,3.695,1.92,2.325,2.73,1.84,2.642,3.444,4.246,5.048,5.85,2.19,3.31,4.43,2.04,2.56,3.08,3.6,3.054,2.508,1.962,1.416,0.87,2.26,4.83,1.34,8.57,2.96,2.19,1.42,2.88,4.29,5.7,4.15,2.83,4.18,2.95,2.575,2.2,1,
